pl_name,hostname,st_spectype,st_teff,pl_rade,pl_bmasse,pl_orbper,pl_orbpererr1,pl_trandur,pl_trandep,pl_tranmid,pl_tranmiderr1,ra,dec,disc_facility,spoc_sectors,n_spoc_sectors
HAT-P-1 b,HAT-P-1,G0 V,5980.00,14.78467100,166.86075000,4.46529976000,0.00000055000,2.8500000,1.44400000,2453979.93202000,0.00024000,344.4453632,38.6749190,HATNet,"56,83,84",3
HAT-P-53 b,HAT-P-53,,5956.00,14.77346200,471.65972000,1.96162410000,0.00000390000,2.7936000,1.40862146,2455829.44781000,0.00044000,21.8711012,38.9681137,HATNet,85,1
WASP-96 b,WASP-96,G8,5540.00,13.45000000,152.55000000,3.42526020000,0.00000270000,2.4264000,1.38000000,2456258.06210000,0.00020000,1.0465696,-47.3606352,SuperWASP,"2,29,69,96",4
WASP-83 b,WASP-83,G8,5510.00,11.65736000,95.34900000,4.97125200000,0.00001500000,3.3648000,1.04000000,2455928.88530000,0.00040000,190.1519558,-19.2843527,SuperWASP,"10,37,90,101",4
WASP-89 b,WASP-89,K3,5130.00,11.65736000,1875.19700000,3.35642270000,0.00000250000,2.4600000,1.49000000,2456207.02114000,0.00012000,313.9000261,-18.9714084,SuperWASP,92,1
Kepler-412 b,Kepler-412,G3 V,5750.00,15.03126900,299.07803000,1.72086040000,0.00000030000,2.0345900,1.05413000,2454966.02122000,0.00002000,286.1103053,43.6809612,Kepler,"14,26,40,41,53,55,74,75,80,81,82",11
Kepler-44 b,Kepler-44,G2 IV,5800.00,12.22000000,317.82000000,3.24672930000,0.00000300000,3.1240000,0.69982000,2455187.15640000,0.00021000,300.1023512,45.7621918,Kepler,"41,54,55,74,75,81,82",7
Kepler-41 b,Kepler-41,G2 V,5750.00,14.46000000,177.98000000,1.85555820000,0.00000052000,2.4341000,1.10373000,2455187.28048200,0.00005100,294.5132465,45.9816453,Kepler,"40,54,74,75,81,82",6
WASP-24 b,WASP-24,,6075.00,15.46842000,394.10920000,2.34121000000,0.00000200000,2.6832000,1.00000000,2455402.12744000,0.00015000,227.2154975,2.3432860,SuperWASP,51,1
WASP-21 b,WASP-21,G3 V,5800.00,11.99000000,95.34500000,4.32248200000,0.00001900000,3.3552000,1.08200000,2454743.04190000,0.00190000,347.4928024,18.3961597,SuperWASP,"56,83",2
K2-237 b,K2-237,F9 V,6180.00,16.06246934,434.15360396,2.18053332000,0.00000054000,2.9272800,1.41600000,2457706.61618000,0.00003000,253.7688479,-28.7105836,K2,"12,39,91",3
Kepler-75 b,Kepler-75,K0 V,5200.00,11.77000000,3209.90000000,8.88491160000,0.00000340000,2.0778000,1.76704000,2455640.44030000,0.00012000,291.1376203,36.5773443,Kepler,"40,41,54,74,75,81",6
Kepler-74 b,Kepler-74,F8 V,6000.00,10.76000000,200.22000000,7.34071100000,0.00000600000,3.0820000,0.86795000,2455187.56737000,0.00014000,293.0925275,41.3555095,Kepler,"40,41,54,55,74,75,81,82",8
XO-5 b,XO-5,G8 V,5430.00,12.78000000,378.20000000,4.18775580000,0.00000060000,3.1176000,1.08000000,2456864.31290000,0.00020000,116.7163868,39.0944695,XO,"47,60",2
WASP-16 b,WASP-16,,5700.00,13.67498000,394.10920000,3.11860000000,0.00001400000,2.0432740,1.20000000,2456355.79653000,0.00013000,214.6830109,-20.2754374,SuperWASP,"11,91",2
WASP-17 b,WASP-17,F4,6550.00,20.96083000,247.90740000,3.73543000000,0.00000800000,4.4232000,1.70000000,2454592.80154000,0.00005000,239.9622479,-28.0617941,SuperWASP,"12,38,91",3
WASP-26 b,WASP-26,G0,6034.00,13.56289000,270.15550000,2.75660000000,0.00001000000,2.3808565,1.00000000,2456548.80037000,0.00022000,4.6030424,-15.2674044,SuperWASP,29,1
WASP-33 b,WASP-33,A,7430.00,17.85593700,665.21819000,1.21987000000,0.00000100000,2.8536000,1.21601096,2459883.19878800,0.00020759,36.7127375,37.5504441,SuperWASP,"18,58,85",3
HATS-14 b,HATS-14,,5346.00,11.64615100,340.39593000,2.76676410000,0.00000270000,2.6421600,1.49474388,2456408.76462000,0.00021000,313.2154754,-25.6873756,HATSouth,"1,28,68,92,95",5
WASP-57 b,WASP-57,G6,5600.00,11.76945000,204.68252000,2.83891856000,0.00000081000,2.3040000,1.26900000,2456058.54910000,0.00016000,223.8199788,-2.0576866,SuperWASP,51,1
HAT-P-50 b,HAT-P-50,F5,6280.00,14.43719200,429.07050000,3.12201090000,0.00000650000,3.6744000,0.63049170,2456285.90993000,0.00036000,118.0634379,12.1393474,HATNet,"7,34,44,45,46,71,72,88",8
HAT-P-34 b,HAT-P-34,,6442.00,13.41717300,1058.37390000,5.45265400000,0.00001600000,3.1752000,0.77500000,2455431.59706000,0.00055000,303.1954355,18.1047776,HATNet,"14,41,54,81",4
WASP-37 b,WASP-37,,5800.00,13.00200000,572.07000000,3.57746900000,0.00001100000,3.1296000,1.42700000,2455338.61880000,0.00060000,221.9438866,1.0650227,SuperWASP,51,1
WASP-90 b,WASP-90,F6,6430.00,18.27067000,200.23290000,3.91624300000,0.00000300000,3.3552000,0.71000000,2456235.56390000,0.00050000,315.5319489,7.0562793,SuperWASP,"55,82",2
WASP-52 b,WASP-52,K2 V,5000.00,14.24000000,146.20000000,1.74977980000,0.00000120000,1.8096000,2.71000000,2455793.68143000,0.00009000,348.4947931,8.7610793,SuperWASP,83,1
WASP-75 b,WASP-75,F9,6100.00,14.23500000,340.06000000,2.48419300000,0.00000300000,1.9728000,1.07000000,2456016.26690000,0.00030000,342.3858995,-10.6754686,SuperWASP,"42,70,92",3
WASP-135 b,WASP-135,G5 V,5675.00,14.57170000,603.87700000,1.40137940000,0.00000080000,1.6560000,1.94000000,2455230.99020000,0.00090000,267.2848846,29.8790428,SuperWASP,"26,52,53,79,80",5
HAT-P-66 b,HAT-P-66,G0,6002.00,17.82231000,248.86089000,2.97208600000,0.00000570000,4.6992000,0.64400000,2457258.79907000,0.00072000,150.5726262,53.9508237,HATNet,"21,48,75",3
WASP-118 b,WASP-118,F6,6410.00,16.14096000,163.36462000,4.04604350000,0.00000440000,4.8048000,0.75500000,2456787.81423000,0.00062000,19.5505861,2.7027847,SuperWASP,"42,43,70",3
WASP-7 b,WASP-7,,6400.00,14.90797000,305.11680000,4.95464160000,0.00000350000,3.6390000,0.73570000,2455446.63493000,0.00030000,311.0427558,-39.2254856,SuperWASP,"27,67,94,95",4
XO-4 b,XO-4,F5 V,6397.00,14.01125000,451.31860000,4.12508000000,0.00000400000,4.4540000,0.78000000,2456878.47303000,0.00023000,110.3880285,58.2681094,Lowell Observatory,"20,47,60,74",4
KELT-2 A b,KELT-2 A,F8,6327.00,15.13215000,540.31100000,4.11379000000,0.00001000000,5.1720000,0.52000000,2459467.19898900,0.00008000,92.6640226,30.9571333,KELT,"43,44,45,71,72",5
K2-30 b,K2-30,G6 V,5425.00,11.64615100,184.02357000,4.09850300000,0.00001100000,2.3208000,1.60300000,2457063.80714000,0.00010000,52.3420548,22.2993491,K2,"42,43,44,70,71",5
WASP-101 b,WASP-101,F6,6380.00,16.02887000,162.09330000,3.58572000000,0.00000400000,2.7072065,1.30000000,2458387.83252200,0.00008600,98.3511016,-23.4860860,SuperWASP,"6,33",2
NGTS-33 b,NGTS-33,,7437.00,18.38272835,1153.71711741,2.82797200000,0.00000100000,2.6200000,1.48460000,2459986.40900000,0.00030000,107.8333348,-35.8505185,Transiting Exoplanet Survey Satellite (TESS),"87,88",2
HAT-P-30 b,HAT-P-30,F7,6304.00,16.14096000,263.79890000,2.81060000000,0.00000500000,2.2499254,1.30000000,2457775.21277800,0.00007700,123.9498431,5.8368669,HATNet,"7,34,61,88",4
WASP-155 b,WASP-155,,5660.00,13.45077684,276.82854250,3.11041300000,0.00000100000,3.1290000,0.99400000,2459852.08494000,0.00041000,347.9797230,33.0476125,SuperWASP,83,1
Kepler-855 b,Kepler-855,,5835.00,8.35000000,52.70000000,7.88663110400,0.00000246500,5.2190600,0.66815000,2455193.51434900,0.00021900,295.0949565,43.5375650,Kepler,"40,41,54,55,74,75,81,82",8
K2-29 b,K2-29,G7 V,5358.00,13.33871000,232.01590000,3.25883210000,0.00000190000,2.2200000,1.90110000,2453219.00950000,0.00220000,62.6704220,24.4016558,K2,"43,44,70,71",4
WASP-92 b,WASP-92,F7,6280.00,16.37634900,255.85315000,2.17467420000,0.00000160000,2.7672000,1.25400000,2456381.28340000,0.00027000,246.6920395,51.0411328,SuperWASP,"23,24,25,50,51,77,78,79",8
WASP-50 b,WASP-50,,5400.00,13.06969400,466.82870400,1.95510000000,0.00000500000,1.8336000,1.96349909,2458411.09342000,0.00005500,43.6880738,-10.8980242,SuperWASP,"4,31",2
Kepler-718 b,Kepler-718,,6191.00,16.56000000,,2.05234990500,0.00000015000,2.0801000,1.42806000,2455002.89062930,0.00005770,299.5618676,43.5035173,Kepler,"41,54,55,74,75,81,82",7
Kepler-720 b,Kepler-720,,5618.00,8.41000000,53.40000000,4.70832654200,0.00000073400,3.1745500,0.79127000,2455004.44652000,0.00012500,298.6356478,44.1709388,Kepler,"41,54,55,74,75,81,82",7
Kepler-686 b,Kepler-686,,5649.00,12.15000000,,1.59474546300,0.00000011300,1.9561000,1.50445000,2455003.64832230,0.00005810,285.2138190,39.0274660,Kepler,"40,41,53,54,74,80,81",7
Kepler-493 b,Kepler-493,,6457.00,15.13000000,,3.00387658100,0.00000098800,3.2585000,0.95322000,2454967.71127100,0.00027100,295.3075252,38.8815716,Kepler,"41,54,55,74,75,81,82",7
WASP-77 A b,WASP-77 A,G8 V,5617.00,13.56000000,529.31142902,1.36002939500,0.00000005700,2.1652751,1.94276945,2459957.33786000,0.00004300,37.1555223,-7.0606675,SuperWASP,"4,31",2
Kepler-548 b,Kepler-548,,5535.00,11.99000000,,4.45419433800,0.00000038300,2.3198000,1.60415000,2455005.82020600,0.00006870,299.9059167,45.4396103,Kepler,"41,54,55,74,75,81,82",7
Kepler-723 b,Kepler-723,,5539.00,12.19000000,,4.08227506800,0.00000023000,3.2379600,1.88151000,2455002.63752950,0.00004560,284.8304434,44.6580932,Kepler,"40,41,53,54,55,74,75,81,82",9
TOI-4794 b,TOI-4794,,6390.00,14.35870428,308.29355479,3.56581160000,0.00000630000,4.0150000,0.82300000,2458889.68950000,0.00071000,110.4835517,-12.5654781,Transiting Exoplanet Survey Satellite (TESS),87,1
HATS-33 b,HATS-33,,5659.00,13.78707000,378.85336000,2.54955510000,0.00000610000,2.6760000,1.49214022,2456497.23181000,0.00050000,294.6336944,-55.3302692,HATSouth,"13,27,67,94",4
TOI-2154 b,TOI-2154,,6280.00,16.28664896,292.40213444,3.82408010000,0.00000250000,2.4650000,1.14300000,2459148.60166000,0.00110000,71.0281482,84.3642652,Transiting Exoplanet Survey Satellite (TESS),"40,52,53,59,60,79,86",7
WASP-194 b,WASP-194,,6405.00,15.47960235,373.13054982,3.18338700000,0.00000040000,2.0170000,1.01430000,2457449.05110000,0.00030000,295.3877064,56.2178049,SuperWASP,"40,41,50,54,55,56,57,60,74,75,76,77,81,82,83",15
WASP-8 b,WASP-8,G8 V,5600.00,12.66617000,807.28820000,8.15872000000,0.00001500000,4.3968000,1.30000000,2458301.80945000,0.00010000,359.9008737,-35.0313349,SuperWASP,"2,29,69,96",4
KELT-12 b,KELT-12,,6279.00,19.95202000,301.93850000,5.03162300000,0.00003200000,5.7624000,0.59600000,2457083.66045900,0.00089400,267.6404906,36.5701761,KELT-North,"25,26,40,53,79,80",6
KELT-7 b,KELT-7,F,6768.00,17.93440000,441.78370000,2.73477000000,0.00000400000,3.5112000,0.83000000,2459109.13844700,0.00005100,78.2955912,33.3179532,KELT,"19,43,44,45,59,71,73,86,1751",9
Kepler-423 b,Kepler-423,G4 V,5560.00,13.36100000,189.10100000,2.68432850000,0.00000007000,2.7220000,1.58720000,2454966.35480997,0.00002124,292.8557189,46.3911883,Kepler,"40,41,54,55,74,75,81",7
TOI-3819 b,TOI-3819,,5859.00,13.13692538,352.78953177,3.24431410000,0.00000550000,2.7790000,0.61300000,2459502.74370000,0.00038000,121.8632568,29.3886446,Transiting Exoplanet Survey Satellite (TESS),"44,45,46,47,71,72",6
WASP-136 b,WASP-136,F,6250.00,16.81347105,479.92089457,5.21536178778,0.00000268524,5.5895721,0.52058347,2456776.90550000,0.00110000,0.3257610,-8.9262512,SuperWASP,"29,42,70,92",4
WASP-185 b,WASP-185,G0 V,5900.00,14.01125000,311.47340000,9.38755000000,0.00002000000,4.6080000,0.73000000,2456935.98200000,0.00200000,214.0595791,-19.5423062,WASP-South,91,1
Kepler-670 b,Kepler-670,,5709.00,13.18000000,,2.81650485200,0.00000015200,2.5052200,1.68137000,2455003.96768700,0.00004390,297.0154644,49.2252988,Kepler,"41,54,55,56,74,75,76,81,82,83",10
TOI-4961 b,TOI-4961,,5380.00,12.34108775,572.09113260,7.47918200000,0.00000820000,3.5280000,1.54100000,2459884.82079000,0.00036000,192.5018624,-59.8919345,Transiting Exoplanet Survey Satellite (TESS),"64,65,99,100,101",5
TOI-1420 b,TOI-1420,,5510.00,11.89000000,25.10000000,6.95610630000,0.00000170000,3.3720000,1.39600000,2459517.43305000,0.00012000,322.9418092,66.3490054,Transiting Exoplanet Survey Satellite (TESS),"16,24,56,57,58,77,78,83,84,85",10
Kepler-490 b,Kepler-490,,6045.00,11.65000000,,3.26869515400,0.00000023000,3.4531500,1.00914000,2454970.48170670,0.00005710,295.0256620,46.9559536,Kepler,"40,41,54,55,74,75,81,82",8
HATS-66 b,HATS-66,,6626.00,15.81589900,1694.03390000,3.14143910000,0.00000740000,4.5432000,0.54330349,2457603.05140000,0.00140000,101.3948048,-33.8816918,HATSouth,"33,34,87",3
WASP-1 b,WASP-1,F7 V,6110.00,16.62300000,271.41500000,2.51994540000,0.00000050000,3.7121363,1.24293725,2453912.51510000,0.00027000,5.1669536,31.9899732,SuperWASP,"57,84",2
HAT-P-44 b,HAT-P-44,,5295.00,13.92200000,111.87100000,4.30121900000,0.00001900000,3.1248000,2.20500000,2455696.93695000,0.00024000,213.1438604,47.0147826,HATNet,"23,49,50,76,77",5
HATS-56 b,HATS-56,,6536.00,18.92079200,191.33366000,4.32479900000,0.00002700000,4.6416000,0.63800000,2457788.00290000,0.00120000,180.1650720,-45.7994559,HATSouth,"37,64,90,99,100,101",6
TOI-2046 b,TOI-2046,F8 V,6250.00,16.14093221,731.00533610,1.49718420000,0.00000310000,2.4100000,1.62662492,2457792.27670000,0.00240000,16.1849423,74.3313055,Transiting Exoplanet Survey Satellite (TESS),"58,59,78,79,85,86",6
HAT-P-33 b,HAT-P-33,F4,6446.00,20.73665000,292.40360000,3.47447000000,0.00000100000,4.4136000,1.10000000,2458078.12991800,0.00008800,113.1842383,33.8350214,HATNet,"20,44,45,46,47,60",6
HATS-16 b,HATS-16,G3 V,5738.00,14.57170000,1039.30410000,2.68650200000,0.00001100000,2.6208000,1.21353375,2456824.79069000,0.00076000,358.5588439,-30.0130385,HATSouth,"2,29,69,96",4
WASP-62 b,WASP-62,,6230.00,14.79588000,165.27160000,4.41195000000,0.00000300000,3.8160000,1.20000000,2458851.09933800,0.00002700,87.1398205,-63.9883286,SuperWASP,"1,2,3,4,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,36,37,38,39,61,62,64,65,68,69,87,88,89,94,95,96,97,98",38
TOI-1516 b,TOI-1516,F8 V,6520.00,15.24421375,1004.33776612,2.05601400000,0.00000200000,2.8260000,1.74530000,2458765.32500000,0.00010000,340.0846204,69.5037313,Transiting Exoplanet Survey Satellite (TESS),"57,58,77,78,84,85",6
Kepler-731 b,Kepler-731,,5849.00,13.88000000,,3.85560355100,0.00000029200,3.2096900,1.74707000,2455003.67888610,0.00006070,296.3931945,45.5685330,Kepler,"41,55,74,75,81,82",6
WASP-2 b,WASP-2,K1,5180.00,12.11692900,295.89973000,2.15217500000,0.00001200000,1.7882400,1.64600000,2458339.00342000,0.00028000,307.7255587,6.4293305,SuperWASP,"54,81",2
WASP-28 b,WASP-28,F8,6084.00,13.66374747,282.54945382,3.40883495000,0.00000015000,3.2388000,1.33960000,2457642.50212600,0.00001400,353.6162694,-1.5799849,SuperWASP,"42,70,92",3
Kepler-856 b,Kepler-856,,5535.00,9.30000000,63.30000000,8.02768059500,0.00000201300,3.1401000,0.87254000,2455193.17147600,0.00017900,289.6038379,46.3149097,Kepler,"40,41,53,54,55,74,75,80,82",9
WASP-180 A b,WASP-180 A,F7 V,6600.00,13.89916000,286.04700000,3.40926400000,0.00000100000,3.1176000,1.23000000,2457763.31500000,0.00010000,123.3922465,-1.9827874,SuperWASP,"34,61,88",3
WASP-98 b,WASP-98,G7,5473.00,12.82309600,293.03926000,2.96264036000,0.00000043000,1.9080000,2.57000000,2456333.39207500,0.00008200,58.4290113,-34.3282716,SuperWASP,"4,31",2
TOI-3135 b,TOI-3135,,5890.00,13.65253849,327.36325921,3.70655850000,0.00000130000,2.2300000,1.61600000,2459595.16441000,0.00018000,207.8592276,-69.7725635,Transiting Exoplanet Survey Satellite (TESS),"65,99,100,101",4
TOI-4087 b,TOI-4087,,6060.00,13.04725353,232.01473711,3.17748350000,0.00000094000,2.9842000,1.15650000,2459244.56641400,0.00009300,217.9257785,83.3727061,Transiting Exoplanet Survey Satellite (TESS),"40,41,47,52,53,59,60,73,74,75,79,86",12
K2-140 b,K2-140,G6 V,5585.00,13.56286665,295.58041851,6.56918800000,0.00003100000,3.8100000,1.55700000,2457588.28509000,0.00005000,188.1373172,-9.6076115,K2,"46,91",2
Kepler-433 b,Kepler-433,,6360.00,16.25000000,896.24000000,5.33408384000,0.00000110000,6.1780000,0.51061000,2454964.98152000,0.00015000,297.5936232,40.9772546,Kepler,"54,55,74,81,82",5
HATS-43 b,HATS-43,,5099.00,13.22662000,82.95363000,4.38884970000,0.00000590000,2.9884800,2.49645478,2457636.08946000,0.00025000,80.5382418,-30.9708179,HATSouth,"5,6,32",3
TOI-4773 b,TOI-4773,,6740.00,15.22179579,1687.66884117,1.74528510000,0.00000140000,1.9608000,0.75100000,2459673.53995000,0.00028000,114.9426489,-21.4856184,Transiting Exoplanet Survey Satellite (TESS),"61,88",2
Kepler-685 b,Kepler-685,,5963.00,10.58000000,78.80000000,1.62552220000,0.00000015500,2.3878500,0.79690000,2455003.82667100,0.00007420,293.8719143,38.4229184,Kepler,"40,41,54,55,74,75,81,82",8
WASP-87 b,WASP-87,,6450.00,15.52446500,692.86940000,1.68279500000,0.00000190000,3.0314666,0.76500000,2457082.07656000,0.00021000,185.3246821,-52.8408163,Anglo-Australian Telescope,"10,11,37,99,100,101",6
OGLE2-TR-L9 b,OGLE2-TR-L9,,6933.00,18.04600000,1430.17500000,2.48553350000,0.00000070000,2.7385746,1.17700000,2454492.79765000,0.00039000,166.9798793,-61.1462496,OGLE,"10,11,37,64,90,99,100",7
NGTS-15 b,NGTS-15,G6 V,5600.00,12.32987877,238.68913366,3.27623000000,0.00001000000,2.5040000,1.13049750,2458405.05580000,0.00070000,73.3553101,-32.8003484,Next-Generation Transit Survey (NGTS),98,1
TOI-5592 b,TOI-5592,,6237.00,17.14974047,285.72773789,2.60858460000,0.00000180000,1.9850000,1.26000000,2459794.01216000,0.00032000,106.6800684,65.8572490,Transiting Exoplanet Survey Satellite (TESS),"60,74",2
TOI-3464 b,TOI-3464,,6370.00,13.76462830,397.28550875,3.65155680000,0.00000600000,2.5080000,0.65400000,2459703.56516000,0.00080000,234.4830357,-44.7899772,Transiting Exoplanet Survey Satellite (TESS),65,1
WASP-32 b,WASP-32,,6140.00,10.76064000,835.89290000,2.71866000000,0.00000200000,2.4240000,1.10000000,2456523.97994000,0.00017000,3.9617073,1.2005122,SuperWASP,42,1
WASP-66 b,WASP-66,,6600.00,15.69260000,746.90050000,4.08605000000,0.00000700000,4.5024000,0.67000000,2457477.71072000,0.00027000,158.2250301,-34.9899074,SuperWASP,"9,36,63,90,99,100",6
KELT-18 b,KELT-18,F4 V,6670.00,17.59813000,375.03940000,2.87175180000,0.00000280000,4.6440000,0.71600000,2457542.52504000,0.00039000,216.5238248,59.4442735,KELT-North,"23,48,50,75,77",5
CoRoT-1 b,CoRoT-1,G0 V,5950.00,16.70000000,327.35000000,1.50895570000,0.00000640000,2.3730000,1.92654000,2454159.45320000,0.00010000,102.0798591,-3.1021394,CoRoT,"6,33,87",3
WASP-84 b,WASP-84,K0,5280.00,10.72000000,220.00000000,8.52349648000,0.00000060000,2.7600000,1.72300000,2457956.71194000,0.00011000,131.1069959,1.8598933,SuperWASP,"34,61,88",3
